Company ID,Companies,Last Financing Valuation,First Financing Date,First Financing Size,First Financing Valuation,First Financing Deal Type,First Financing Deal Type 2,First Financing Deal Type 3,First Financing Deal Class,Active Investors,Ownership Status,Primary Industry Code,Last Financing Date,Last Financing Size,Last Financing Deal Type,Primary Contact,Company Financing Status,Year Founded,HQ Location,Website,Description,PitchBook Link
470823-13,Streak.,,28-Jul-2021,,,Seed Round,Seed Round,,Venture Capital,"Inflection Point Ventures (India), Mintosh Advisory",Privately Held (backing),Education and Training Services (B2B),28-Jul-2021,,Seed Round,Mitul Mehta,Venture Capital-Backed,2020,"Banglore, India",www.streakcard.com,"Operator of a financial education application intended to offer banking services. The company's application offers banking services to children such as deposit accounts, money transfers, physical and virtual prepaid cards for online/offline purchases, and more, enabling teenagers to become financially literate and independent and to monitor expenses and save for their goals.",View company online
469828-36,Strip Finance,,30-Sep-2021,1.50,,Seed Round,Seed Round,,Venture Capital,"Bigcoin Capital, Block0, DeltaHub Capital, Dutch Crypto Investors, Exnetwork Capital, Frontier, Halvings Capital, J10M Capital, Kryptos Research, Lancer Capital, Marco Robustelli, MEXC, NewField Fund, Nothing Research, Old Fashion Research, Perpetual Value Partners, Rock Stable Token, Ryan Fang, Shima Capital, Siddharth Menon, Tamar Menteshashvili, Tokenova, Tushar Aggarwal, Valhalla Capital, Wave7, ZBS Capital",Privately Held (backing),Financial Software,30-Sep-2021,1.50,Seed Round,Yash Jejani,Venture Capital-Backed,2021,"Hyderabad, India",www.strip.finance,"Developer of a financial decentralized marketplace platform designed to ease liquidity in the non-fungible token (NFT) and decentralized finance. The company's platform provides NFT collateral and a future yield trading marketplace that mitigate risk by analyzing in advance, enabling NFT owners to borrow against their assets as collateral on fair interest rates.",View company online
482189-23,Strips,50.00,23-Jun-2021,2.50,25.00,Seed Round,Seed Round,,Venture Capital,"Alliance DAO, Crypto.com Capital, Darren Lau, DeFiance Capital, Fabric Ventures, Finlink Capital, Magic Ventures, Mechanism Capital, Multicoin Capital, Pnyx Ventures, Sequoia Capital, SevenX Ventures",Privately Held (backing),Financial Software,,8.50,Early Stage VC,Ming Wu,Venture Capital-Backed,2021,Singapore,www.strips.finance,"Developer of decentralized finance (Defi) platform designed to trade interest rates. The company's platform provides interest rate swaps (IRSs) facility using decentralized exchanges for making Defi transactions, enabling users to trade, speculate, and hedge interest rates in crypto.",View company online
481455-01,Structure (Financial Software),150.00,01-Dec-2021,20.00,150.00,Seed Round,Seed Round,,Venture Capital,"4 Seasons Ventures, ArkStream Capital, Ascensive Assets, Bixin Ventures, Continue Capital, Kane & Rao Group, LYVC, New Form Capital, Polychain Capital",Privately Held (backing),Financial Software,01-Dec-2021,20.00,Seed Round,Bryan Hernandez,Venture Capital-Backed,2020,"Road Town, British Virgin Islands",www.structure.fi,"Developer of an investment platform intended to help investors to participate in the Defi and crypto markets. The company's application allows investors of all experience levels to quickly and simply trade assets on an easy-to-use, secure platform and eventually to earn, borrow and lend and offers around-the-clock access, hands-on support, and seamless transaction, enabling investors to diversify their funds based on their investment objectives and risk-taking capability.",View company online
492993-28,Suberra,,15-Feb-2022,1.00,,Seed Round,Seed Round,,Venture Capital,"DeFiance Capital, Delphi Ventures, GT Capital, Terraform Labs",Privately Held (backing),Financial Software,15-Feb-2022,1.00,Seed Round,Edison Lim,Venture Capital-Backed,2021,"Singapore, Singapore",www.suberra.io,"Operator of a recurring payment protocol intended to allow users to send, receive and transact safely and securely over Web 3.0. The company's payment infrastructure for Web 3.0 provides consumers with a smarter way to pay for everyday items with crypto and stablecoins and giving merchants the ability to accept them at ease, enabling consumers and sellers to have a robust processor where they can make financial transactions freely and efficiently.",View company online
482672-44,Sublime Finance,,19-Oct-2021,2.50,,Seed Round,Seed Round,,Venture Capital,"Collab+Currency, Electric Capital, FinTech Collective, Galaxy Digital Holdings, Jill Carlson, Ryan Selkis",Privately Held (backing),Financial Software,19-Oct-2021,2.50,Seed Round,Ritik Dutta,Venture Capital-Backed,2021,"Bengaluru, India",sublime.finance,"Developer of a decentralized lending platform designed to democratize access to credit through on-chain undercollateralized lending. The company platform leverages social identities and reputations to obtain loans, enabling users to leverage their digital identities to access loans.",View company online
462047-50,SubQuery,,12-Mar-2021,1.80,,Seed Round,Seed Round,,Venture Capital,"Alliance DAO, ARKN ventures, Arrington Capital, Autonomy Capital (Malta), Berezka DAO, Bigcoin Capital, Bitcoin.com, Bitfwd Ventures, Bitscale Capital, Black Dragon, D1Ventures, DeltaHub Capital, Digital Currency Group, Digital Finance Group, Digital Renaissance Foundation, Digital Strategies, Double Top, Ellipti, Exnetwork Capital, Fairum Ventures, Golden Financial Services, gumi Cryptos Capital, Hypersphere Ventures, IconPlus Capital, Illusionist Group, ImpossibleFinance, Infinity Capital (Vietnam), Insignius Capital, Interchain Ventures, Kangaroo Capital, Kosmos Ventures, Master Ventures, Maven Capital, Megala Ventures, Moonwhale, NGC Ventures, Node (UK), Oracles Investment Group, P2P Capital, Parallel Ventures (China), RD Auditors, SevenX Ventures, Skynet Trading, Stratos Technologies, Tenzor Capital, The LAO, Walsh Wealth Ventures, Wintermute",Privately Held (backing),Database Software,01-Aug-2022,,Secondary Transaction - Private,Sam Zou,Venture Capital-Backed,2021,"Singapore, Singapore",www.subquery.network,"Developer of a blockchain infrastructure platform designed to transform and query the world's data for the future. The company's platform allows extraction, transformation, persisting, and query data initially, as well as connecting and present data in the future and providing infrastructure for the substrate and Polkadot ecosystem, enabling users to process and query data quickly.",View company online
459103-87,Subscript,10.75,17-Dec-2020,3.75,10.75,Seed Round,Seed Round,,Venture Capital,"First Round Capital, Forum Ventures, Fresco Capital, Kapor Capital, Reform Ventures, Scribble Ventures",Privately Held (backing),Financial Software,17-Dec-2020,3.75,Seed Round,Sidharth Kakkar,Venture Capital-Backed,2020,"Claymont, DE",www.subscript.com,"Developer of financial assistance software intended to track and understand subscription metrics. The company's software gets real-time snapshots of things like revenue retention, lifetime value, acquisition cost and more, enabling finance teams to understand how their subscription business is performing.",View company online
494607-70,Suishow,,,,,Seed Round,Seed Round,,Venture Capital,"Beyond Next Ventures, G-STARTUP",Privately Held (backing),Financial Software,08-Aug-2022,0.04,Accelerator/Incubator,Natsuki Kataoka,Venture Capital-Backed,2021,"Tokyo, Japan",www.suishow.net,"Operator of an NFT marketplace designed to help users to sell 3D items that are used in the metaverse as NFTs. The company specializes in metaverse construction services, provide support for NFT project management and development on behalf of corporate clients, and helps in the conception of business ideas utilizing NFT for actual project management and development, enabling clients to create value with blockchain x metaverse.",View company online
502795-99,Sumo Signals,,27-Jul-2022,5.50,,Early Stage VC,,,Venture Capital,OnDeck Venture,Privately Held (backing),Financial Software,27-Jul-2022,5.50,Early Stage VC,Andrew Smith,Venture Capital-Backed,2022,"Chelmsford, United Kingdom",sumosignals.com,"Developer of AI-Powered arbitrage trading indicators designed for analyzing the market for buy, sell, or hold decisions. The company's platform runs artificial intelligence-based algorithms non-stop, generating trade signals based on the strategies programmed into them by considering multiple variables for several different currency pairs at the same time, enabling traders to make decisions and act on them giving them an edge over manual trading.",View company online
484536-79,Supermeta,,,,,Early Stage VC,,,Venture Capital,"Draper Dragon, GravityX Capital",Privately Held (backing),Financial Software,,,Early Stage VC,Shenoy Phalgun,Venture Capital-Backed,2020,"Bengaluru, India",www.supermeta.fi,"Developer of NFT exchange platform designed for crypto trade. The company offers a suite of solutions using blockchain technology that allows existing digital streaming platforms to switch from legacy banking routes to cryptocurrency as well as allows to place a bid for any items in a collection with a certain property or trait, enabling crypto traders to buy, sell and exchange any durables through artificial intelligence algorithms.",View company online
491056-75,SupplyLine Network,,02-Nov-2021,,,Seed Round,Seed Round,,Venture Capital,Accelerating Asia,Privately Held (backing),Logistics,02-Nov-2021,,Seed Round,Salma Nur E Jahan,Venture Capital-Backed,2021,"Dhaka, Bangladesh",www.supplyline.network,"Developer of digital B2B procurement and invoice financing platform designed to connect local retailers with lenders and distributors. The company's platform provides a virtual distribution network along with access to quick finance, enabling users to digitally transform supply chain finance and transaction data.",View company online
506648-17,Swapr,,,,,Early Stage VC,,,Venture Capital,Fisher 8 Capital,Privately Held (backing),Financial Software,,,Early Stage VC,,Venture Capital-Backed,2021,"Singapore, Singapore",swapr.eth.limo,"Operator of a multi-chain automated market designed to develop, govern, and grow Defi protocols and products. The company's platform offers to buy, sell and trade crypto coins and also offers to mine crypto tokens, providing crypto traders with all the relevant information regarding blockchain and crypto coins.",View company online
462085-84,Swing (Merkle Labs),60.00,12-Mar-2021,3.00,,Seed Round,Seed Round,,Venture Capital,"A195 Capital, Arrington Capital, Ascensive Asset Management, Bitcoin.com, Bitscale Capital, Celer Network, Gestalt Capital, Kane & Rao Group, Kyros Ventures, LD Capital, Master Ventures, Moonrock Capital, Morningstar Ventures, Pnyx Ventures, Republic Capital, RR2 Capital, SevenX Ventures, Signum Capital, Vendetta Capital, Waterdrip Capital",Privately Held (backing),Financial Software,25-Jan-2022,6.00,Early Stage VC,Viveik Vivekananthan,Venture Capital-Backed,2020,"Singapore, Singapore",swing.xyz,"Operator of a decentralized cross-chain liquidity platform designed to aggregate liquidity across Polkadot and Ethereum blockchains. The company's platform is designed for cross-chain communication with multiple networks unleashing massive asset variety, it captures value for traders cross-chain, enabling traders to get frictionless liquidity for all crypto assets.",View company online
